date,symbol,exchange,passed,failed_criteria,close,rs_percentile
2026-09-14,AAL.L,LSE,True,,3890.0,84.7
2026-09-14,ABN.AS,EURONEXT_AMSTERDAM,True,,43.08,98.5
2026-09-14,AGN.AS,EURONEXT_AMSTERDAM,True,,7.856,82.3
2026-09-14,AGS.BR,EURONEXT_BRUSSELS,True,,75.25,82.5
2026-09-14,AKER.OL,OSLO,True,,1494.0,99.5
2026-09-14,AKRBP.OL,OSLO,True,,368.5,91.1
2026-09-14,ALV.DE,XETRA,True,,444.5,78.1
2026-09-14,ARGX.BR,EURONEXT_BRUSSELS,True,,867.8,83.7
2026-09-14,ASRNL.AS,EURONEXT_AMSTERDAM,True,,73.22,82.8
2026-09-14,BAER.SW,SIX,True,,74.3,80.8
2026-09-14,BAYN.DE,XETRA,True,,49.33,89.9
2026-09-14,BBVA.MC,BME_MADRID,True,,25.08,94.6
2026-09-14,BEZ.L,LSE,True,,1304.5,79.3
2026-09-14,BKT.MC,BME_MADRID,True,,16.595,79.1
2026-09-14,BMPS.MI,BORSA_ITALIANA,True,,11.63,98.8
2026-09-14,BPE.MI,BORSA_ITALIANA,True,,14.428,94.3
2026-09-14,CA.PA,EURONEXT_PARIS,True,,16.61,76.1
2026-09-14,CABK.MC,BME_MADRID,True,,13.175,92.1
2026-09-14,CBK.DE,XETRA,True,,42.67,84.2
2026-09-14,CLN.SW,SIX,True,,10.34,91.4
2026-09-14,DANSKE.CO,OMX_COPENHAGEN,True,,375.4,88.7
2026-09-14,DB1.DE,XETRA,True,,282.0,70.9
2026-09-14,DCC.L,LSE,True,,6335.0,80.3
2026-09-14,DEMANT.CO,OMX_COPENHAGEN,True,,298.2,92.9
2026-09-14,DSFIR.AS,EURONEXT_AMSTERDAM,True,,90.86,92.6
2026-09-14,EDEN.PA,EURONEXT_PARIS,True,,28.7,97.8
2026-09-14,ELE.MC,BME_MADRID,True,,41.36,87.2
2026-09-14,EMSN.SW,SIX,True,,784.0,82.0
2026-09-14,ENI.MI,BORSA_ITALIANA,True,,24.01,86.5
2026-09-14,EQNR.OL,OSLO,True,,423.8,96.8
2026-09-14,EVK.DE,XETRA,True,,17.96,84.0
2026-09-14,EVO.ST,OMX_STOCKHOLM,True,,891.8,88.4
2026-09-14,EZJ.L,LSE,True,,666.8,97.3
2026-09-14,FLS.CO,OMX_COPENHAGEN,True,,552.5,70.7
2026-09-14,FRO.OL,OSLO,True,,468.4,99.3
2026-09-14,G.MI,BORSA_ITALIANA,True,,45.21,87.9
2026-09-14,GALP.LS,EURONEXT_LISBON,True,,21.55,77.6
2026-09-14,GLEN.L,LSE,True,,591.0,93.1
2026-09-14,GTT.PA,EURONEXT_PARIS,True,,213.8,75.6
2026-09-14,HSBA.L,LSE,True,,1536.8,87.7
2026-09-14,HSX.L,LSE,True,,1882.0,84.5
2026-09-14,IDR.MC,BME_MADRID,True,,61.0,77.3
2026-09-14,IMCD.AS,EURONEXT_AMSTERDAM,True,,97.14,76.8
2026-09-14,INGA.AS,EURONEXT_AMSTERDAM,True,,31.92,95.8
2026-09-14,ISP.MI,BORSA_ITALIANA,True,,6.711,80.5
2026-09-14,JYSK.CO,OMX_COPENHAGEN,True,,1096.0,89.4
2026-09-14,KBC.BR,EURONEXT_BRUSSELS,True,,130.75,78.8
2026-09-14,KNIN.SW,SIX,True,,216.2,83.0
2026-09-14,LOG.MC,BME_MADRID,True,,35.26,74.4
2026-09-14,LOTB.BR,EURONEXT_BRUSSELS,True,,12100.0,88.2
2026-09-14,MAERSK-B.CO,OMX_COPENHAGEN,True,,23270.0,97.5
2026-09-14,MB.MI,BORSA_ITALIANA,True,,27.97,99.0
2026-09-14,MT.AS,EURONEXT_AMSTERDAM,True,,62.64,98.0
2026-09-14,NDA-SE.ST,OMX_STOCKHOLM,True,,198.55,72.4
2026-09-14,NESTE.HE,OMX_HELSINKI,True,,31.72,95.1
2026-09-14,NN.AS,EURONEXT_AMSTERDAM,True,,78.44,79.8
2026-09-14,ORNBV.HE,OMX_HELSINKI,True,,79.7,73.4
2026-09-14,PUB.PA,EURONEXT_PARIS,True,,100.35,80.0
2026-09-14,REP.MC,BME_MADRID,True,,28.5,97.0
2026-09-14,ROR.L,LSE,True,,484.2,95.6
2026-09-14,SAN.MC,BME_MADRID,True,,12.772,89.0
2026-09-14,SAN.PA,EURONEXT_PARIS,True,,12.772,89.0
2026-09-14,SBMO.AS,EURONEXT_AMSTERDAM,True,,35.18,85.0
2026-09-14,SDR.L,LSE,True,,586.0,77.8
2026-09-14,SEB-A.ST,OMX_STOCKHOLM,True,,227.8,81.3
2026-09-14,SHB-A.ST,OMX_STOCKHOLM,True,,151.25,81.8
2026-09-14,SHEL.L,LSE,True,,3582.0,70.4
2026-09-14,SIKA.SW,SIX,True,,180.85,74.6
2026-09-14,STAN.L,LSE,True,,2299.0,94.8
2026-09-14,SW.PA,EURONEXT_PARIS,True,,56.4,75.9
2026-09-14,SWED-A.ST,OMX_STOCKHOLM,True,,392.0,90.6
2026-09-14,TEP.PA,EURONEXT_PARIS,True,,71.58,86.7
2026-09-14,TREL-B.ST,OMX_STOCKHOLM,True,,446.6,71.7
2026-09-14,TTE.PA,EURONEXT_PARIS,True,,79.53,83.5
2026-09-14,TYRES.HE,OMX_HELSINKI,True,,15.74,99.8
2026-09-14,UBSG.SW,SIX,True,,43.33,94.1
2026-09-14,UCG.MI,BORSA_ITALIANA,True,,84.47,83.3
2026-09-14,VAR.OL,OSLO,True,,54.74,98.3
2026-09-14,VWS.CO,OMX_COPENHAGEN,True,,205.5,90.4
2026-09-14,AAK.ST,OMX_STOCKHOLM,False,c1|c2|c3|c4|c5|c6|c8,203.2,7.1
2026-09-14,AALB.AS,EURONEXT_AMSTERDAM,False,c5,40.24,90.1
2026-09-14,ABBN.SW,SIX,False,c1|c5,75.44,74.1
2026-09-14,ABF.L,LSE,False,c1|c2|c3|c5|c6|c8,1866.0,27.1
2026-09-14,ABI.BR,EURONEXT_BRUSSELS,False,c5,69.02,73.2
2026-09-14,AC.PA,EURONEXT_PARIS,False,c2|c5|c6|c8,45.73,56.4
2026-09-14,ACA.PA,EURONEXT_PARIS,False,c5|c6|c8,18.44,66.5
2026-09-14,ACKB.BR,EURONEXT_BRUSSELS,False,c1|c4|c6|c8,267.8,54.7
2026-09-14,ACS.MC,BME_MADRID,False,c1|c4|c5|c7|c8,91.85,46.3
2026-09-14,ACX.MC,BME_MADRID,False,c5,17.17,96.1
2026-09-14,AD.AS,EURONEXT_AMSTERDAM,False,c1|c3|c4|c5|c6|c8,31.79,11.1
2026-09-14,ADDT-B.ST,OMX_STOCKHOLM,False,c1|c5|c6|c8,319.6,33.7
